Date,flight prices,the florida keys,florida beach resorts,planning a trip,resorts florida,exercise,florida beach house,key florida,keys florida,hotels in florida,longboat key,weights,cay,family resorts,south beach miami,buying a house,shore excursions,island florida,longboat,destin florida rentals,florida homes for sale,key west florida,breakfast key west,hotels clearwater,suites orlando,vacation in florida,axles,clearwater beach florida,st petersburg beach,resort packages,key largo,marathon key,all inclusive aruba,family beach vacations,cruise prices,plan a,marathon florida,bed and breakfast key west,universal studios vacation,florida resorts,diet,lido key,beach houses for rent,florida disney,stanford summer,us virgin islands,hotels daytona,pine key,florida for sale,to do in cancun,vacation house rentals,florida cheap,cruise bahamas,diet snacks,vacation all inclusive,key west beaches,house key,homes for sale florida,hotels in san juan,key west,beach houses,all inclusive caribbean,high school internships,las vegas flights,siesta keys,inclusive resort,sirata beach,camping in florida,passport renewal,low carb meals,florida vacation spots,sirata beach resort,petersburg,body fat,high school summer programs,wedding sandals,living in florida,carb meals,treasure island florida,hawaii packages,hawaii flights,rentals florida keys,hopper pass,summer hockey camps,camp themes,creatine,all inclusive resort,rosacea,banyan,big pine key,hawaiian inn,sugar alcohol,bride dresses,rentals orlando,college summer programs,summer high,duck key,west florida,bavaro,miami beach hotels
8/1/04,0.164,0.319,-0.588,-0.7,-0.972,0.729,-0.306,0.763,0.095,0.196,0.463,1.006,-0.342,1.061,0.117,1.003,0.41,1.268,0.784,0.317,1.285,0.561,0.067,-1.107,0.552,-0.691,1.054,-0.631,-0.528,0.86,0.839,1.15,2.119,-1.006,0.231,0.183,0.328,0.218,0.685,0.761,0.24,0.58,-0.295,-0.184,-1.141,0.99,0.764,0.221,1.366,-0.034,1.458,1.116,0.666,0.871,0.66,-0.188,-0.351,1.301,1.047,0.962,0.772,-0.099,-1.202,-0.06,0.211,-0.095,-0.041,-0.032,0.13,1.217,-0.915,-0.033,1.221,0.275,-1.136,1.845,0.906,1.203,0.037,1.87,-1.117,-0.97,2.106,-1.066,-0.601,0.172,-0.151,0.192,1.698,0.251,-0.442,2.27,-0.432,-0.274,-0.732,-0.724,-0.919,1.528,1.215,0.591
8/8/04,-0.476,1.037,-0.784,-1.746,0.146,0.233,0.486,2.743,2.119,0.239,4.93,0.736,-0.544,1.097,0.131,0.775,1.071,5.684,5.156,-0.331,1.022,2.254,0.006,-1.332,-0.106,0.314,0.483,-0.212,1.12,0.135,0.006,1.004,0.495,0.25,0.819,0.027,1.051,0.405,1.056,0.221,-0.171,0.93,-0.023,3.533,-1.155,1.051,-0.067,0.028,1.108,0.101,1.922,1.791,0.58,1.144,-0.004,0.454,0.066,-0.125,-0.524,4.175,0.392,0.088,-0.324,-0.158,1.282,-0.101,-1.05,-2.136,-0.038,1.605,-0.437,-1.48,4.446,-0.377,-0.319,0.165,0.37,1.284,0.827,0.589,-1.301,-0.367,1.035,-1.066,-1.843,-0.165,-0.22,0.312,3.173,-0.126,-0.681,0.953,-0.579,-0.473,-1.058,-1.173,0.678,3.621,0.226,0.475
8/15/04,-0.583,-0.057,-0.305,-0.783,-0.061,0.624,-0.487,1.83,-1.074,0.124,1.041,0.327,-0.204,-0.088,-0.546,0.716,0.622,3.641,1.192,-0.539,1.847,-0.179,0.398,-0.165,0.403,-0.564,0.792,-1.094,-0.973,0.031,0.036,-0.049,-0.277,-0.71,0.306,-1.236,-0.66,0.393,-0.432,0.181,0.036,1.751,-0.449,-0.526,-1.219,0.671,-1.609,-0.982,0.49,-1.575,-1.093,0.256,-0.054,-0.239,-0.016,-1.161,0.174,0.247,-1.027,0.007,-0.019,0.562,-0.782,0.107,0.245,-0.156,-0.322,-0.888,-0.294,0.685,-0.276,-0.586,1.413,0.203,-1.057,-0.552,0.206,0.427,-0.258,0.814,-1.081,-1.331,1.548,-1.066,-1.083,-0.203,-0.232,-0.229,2.884,-1.258,0.972,1.182,-0.427,-0.491,-1.599,-1.069,1.028,1.299,-0.353,1.076
8/22/04,-0.835,-0.482,-0.995,-1.209,-0.48,0.63,0.127,-0.008,0.299,-0.072,-0.553,0.548,0.46,-0.038,-0.409,0.065,0.1,0.086,-0.218,-1.756,1.09,-0.808,-0.297,0.327,-0.678,-1.976,0.865,-0.81,-0.405,-0.26,-0.206,0.297,-0.183,-1.98,0.071,-0.057,-0.071,0.05,-0.892,-0.248,0.021,1.201,-0.749,-0.883,-1.298,0.285,-0.894,-1.078,0.706,-1.058,-0.013,-0.74,0.629,-0.321,-1.255,-1.431,-0.327,0.329,0.307,-0.573,-0.092,0.216,-1.71,0.288,-1.461,-0.003,-0.753,-0.659,-0.481,0.704,-0.498,-0.972,0.519,-0.478,-1.076,-0.267,0.532,0.436,-1.266,1.852,-0.518,-0.143,1.233,-1.066,-0.37,-0.16,-0.069,-0.184,1.505,-1.116,-0.931,0.935,-0.779,-0.648,-1.225,-1.403,0.362,1.014,-0.055,0.585
8/29/04,-0.02,-0.665,-1.001,-1.301,-0.805,-0.047,-0.281,-0.007,-1.633,3.265,-0.74,-0.073,3.55,-0.561,-0.982,0.208,-1.839,1.014,-0.604,-1.756,0.517,-0.609,0.665,-0.629,-1.459,-1.477,-0.048,-1.257,0.212,-1.417,-1.147,-1.159,1.087,-1.06,-0.011,-1.664,0.085,0.515,-0.897,-0.459,-0.379,-0.564,-0.991,-0.897,-1.124,2.587,-1.086,-2.266,0.178,-1.067,-0.865,-0.751,1.009,1.321,-0.555,-0.551,-1.541,2.532,-0.658,-0.347,-0.232,-0.423,-1.169,-0.009,-0.835,-0.887,-0.832,-2.183,-0.832,0.637,-2.282,-1.058,0.979,-1.024,-1.167,0.58,0.952,0.472,-0.459,1.947,-0.424,-0.462,-0.316,-1.066,-0.669,-0.154,-0.936,-0.377,0.529,-2.208,-0.936,1.152,-1.036,-2.269,-1.152,-1.474,-0.622,0.616,-0.684,-0.068
9/5/04,-0.483,0.676,-0.519,-1.042,-0.849,0.615,0,-0.398,-0.656,1.446,-0.3,0.933,0.742,-0.526,-1.622,-0.15,-0.88,0.893,-0.148,-0.375,0.242,-0.242,-1.465,-1.564,-0.206,-2.817,1.511,-1.432,-1.03,0.104,-1.242,-1.272,-0.544,-0.281,-0.339,-0.958,-0.45,-1.145,-2.12,-0.763,0.077,-1.494,-1.251,0.474,-1.059,1.427,0.043,-1.607,-0.518,-0.766,-0.081,-0.437,-1.364,0.019,0.035,-1.204,-2.384,0.525,-1.747,0.638,-0.559,-0.797,0.703,0.716,-1.277,-0.359,-1.461,-3.393,-0.936,1.098,-1.469,-1.682,1.129,-0.745,-1.699,-0.777,-0.189,0.541,-1.112,2.327,-0.844,-2.924,0.646,-1.066,-1.104,-0.159,-0.519,-0.459,0.544,-1.68,-0.323,1.142,-0.943,-1.582,-0.999,-1.125,-1.842,0.905,-1.141,-0.644
9/12/04,-0.478,-0.581,-0.237,-1.466,-1.591,0.463,-0.921,1.546,-0.614,-0.214,-0.929,0.804,-0.682,-0.862,-1.301,-0.233,-1.422,0.202,-0.728,-1.756,-0.839,-0.894,0.196,-0.433,-0.945,-2.042,-0.359,-0.854,-0.379,-0.616,-1.504,-0.79,-0.087,-1.98,-0.61,-0.84,-0.742,0.693,-1.176,-0.454,-0.456,-0.504,-1.388,-1.262,-1.235,1.445,-0.853,-1.468,-0.097,-1.147,-0.84,-1.635,-1.574,-0.834,-1.815,-1.125,-1.456,0.911,-1.354,-0.522,-0.584,-1.781,-0.669,0.673,-1.122,-0.901,-1.373,-1.852,-1.064,0.718,-0.787,-1.632,-0.292,-0.458,-1.125,-1.232,1.291,0.652,-1.19,2.75,-0.643,-0.929,1.196,-1.066,-1.843,-0.056,-0.978,-0.135,1.756,-1.404,-1.21,1.486,-1.216,-0.435,-0.979,-1.183,-1.815,1.82,-0.458,-0.589
9/19/04,-1.19,-0.777,-1.253,-0.535,-1.482,0.601,-0.557,0.202,-0.888,0.378,-1.162,0.227,-0.201,-0.839,-1.485,0.114,-1,-0.558,-0.821,-0.128,-0.57,-1.453,0.186,-0.962,0.217,-1.116,0.204,-1.232,-1.314,-0.625,-1.199,-0.739,-0.266,-0.281,0.086,-0.83,-2.024,0.019,-0.614,-0.514,0.169,-1.132,-1.795,-0.259,-0.91,-0.406,-0.174,-1.476,0.157,-0.717,-0.566,-1.912,-0.293,-0.382,0.144,-0.721,-1.619,0.899,-2.091,-1.168,-0.534,-1.209,-1.177,-0.292,-1.458,-0.946,-1.181,-1.996,-1.161,0.103,-2.282,-1.416,-0.055,-0.77,-0.963,-0.288,0.606,-0.11,-1.434,1.145,-1.687,-1.219,0.712,-1.066,-1.165,0.142,-0.986,-0.731,0.2,-1.359,-0.843,0.715,-1.039,-0.538,-1.118,-0.868,-1.332,-0.347,-0.934,-0.47
9/26/04,1.264,-1.187,-1.267,0.2,-0.599,0.785,-0.7,-0.627,-1.095,-0.805,-0.838,0.877,-0.299,-1.116,-1.191,0.015,-1.566,-0.06,-0.447,-0.684,-0.022,-0.953,-0.212,-1.844,0.429,-1.749,1.22,-1.317,-1.45,-0.265,-1.399,-1.342,-1.141,-1.001,-0.52,-0.877,-1.461,-0.02,-0.076,-0.487,-0.131,-1.525,-1.254,1.576,-1.353,-0.458,-0.204,-1.267,-0.758,-0.061,-0.879,-0.463,0.568,-0.265,-1.84,-0.545,-0.769,0.341,-1.253,-1.026,-0.707,-1.518,-1.195,0.018,-0.814,-1.057,-1.46,-1.325,-1.133,-0.128,-1.546,-1.579,0.022,-0.728,-1.134,-0.005,0.553,-0.228,-1.386,1.302,-1.115,-0.399,0.273,-1.066,-0.907,0.371,-1.079,-0.333,0.218,-1.291,-0.677,0.986,-1.176,-1.033,-1.124,-0.849,-0.959,-0.205,-1.185,-0.587
10/3/04,-0.671,-0.976,-0.826,-0.046,-0.457,0.488,-0.93,-0.734,-0.81,-0.371,-1.396,1.004,-0.782,-1.258,-1.268,-0.648,-1.348,-1.108,-1.079,-1.756,-0.463,-1.219,0.352,-0.275,0.08,-2.817,-0.635,-1.406,-0.743,-0.153,-0.68,-0.115,-0.278,-0.993,-0.562,0.015,-1.438,0.447,-0.245,-0.389,-0.299,-1.14,-1.211,-0.611,-1.457,-0.826,-0.013,-1.536,-1.058,-1.162,-0.997,-1.109,-1.407,-0.697,-0.392,-0.932,-1.029,0.543,-1.518,-0.79,-0.689,-1.432,0.519,-0.06,-0.469,-1.143,-1.188,-1.446,-0.997,0.043,-0.945,-1.495,-0.608,-1.004,-0.558,-1.241,-0.615,0.013,-1.678,0.18,-0.466,-2.924,1.321,-1.066,-1.033,0.116,-1.15,0.145,1.31,-1.684,-0.295,1.095,-1.385,-0.991,-0.777,-0.84,-0.936,-0.557,-1.21,-0.481
10/10/04,-1.235,-0.68,-2.407,-1.665,-1.483,0.449,-0.665,-0.754,-1.343,-1.322,-1.477,0.814,-1.119,-0.763,-1.015,-0.573,-0.983,-1.148,-1.27,-1.756,0.158,-1.019,-1.084,-1.665,0.499,-1.342,1.184,-1.637,-0.701,-0.789,-1.081,-1.088,-0.688,-1.98,0.132,-1.07,-0.819,-3.07,-0.773,-0.499,-0.436,-0.749,-1.46,-0.685,-1.371,-0.847,-1.139,-0.482,0.09,-1.253,-0.946,-0.307,-1.777,-0.61,0.045,-2.765,-1.136,0.264,0.911,-0.618,-0.867,-1.005,0.413,-0.221,-1.166,-0.852,-0.475,0.605,-1.277,0.641,-1.215,-1.135,-1.098,-0.455,-0.333,-0.239,-0.834,0.14,-1.592,-0.205,-1.213,-2.924,0.735,-1.066,-1.843,-0.151,-0.847,-0.235,0.83,-0.76,-2.138,0.986,-1.19,-0.983,-0.697,-0.981,-1.49,-0.376,-0.893,-0.461
10/17/04,1.043,-0.975,-0.731,-1.502,-0.658,0.468,-1.087,-0.564,-0.456,-0.85,-1.18,0.037,-0.538,-0.987,-0.839,-0.623,-1.719,-1.304,-1.051,-1.756,0.066,-0.729,-0.619,-0.681,-0.087,-1.62,0.436,-1.213,-0.92,-0.098,-1.171,-0.315,0.456,-1.02,-0.381,-0.929,-0.782,-1.148,-0.845,-0.296,-0.549,-0.475,-1.489,0.59,-1.416,-0.824,-0.581,-1.038,-0.12,0.298,-1.473,-0.654,-0.589,-0.909,-0.983,-1.577,-0.127,-0.388,-1.31,-0.099,-0.922,-0.992,-1.32,-1.188,-0.123,-0.769,-1.233,-0.96,-1.199,0.366,-1.127,-1.534,-0.501,-0.856,-0.749,-0.359,-0.308,-0.058,-1.615,1.116,-1.087,-0.723,0.584,-1.066,-0.794,-0.074,-0.911,0.276,0.023,-0.838,-0.705,0.731,-1.36,-1.041,-0.334,-0.5,-0.773,0.093,-0.987,-0.067
10/24/04,-0.431,-0.902,-1.44,-0.797,-1.104,0.639,-0.63,-0.577,-1.083,-0.609,-0.919,-0.073,-1.295,-1.249,-0.825,-0.372,-0.896,-1.015,-0.977,-1.756,-0.419,-0.545,1.589,-1.342,-1.27,-1.263,0.937,-1.591,-0.334,-0.256,-0.962,-0.513,-1.045,-1.98,0.151,-1.423,-0.762,1.12,-1.069,-0.334,-0.389,-1.177,-1.462,-1.168,-1.282,-0.732,-1.231,-0.388,-1.765,-0.996,-0.944,0.393,-1.507,-0.761,-0.905,-0.482,0.195,-0.719,-0.55,0.085,-0.679,-0.982,-0.789,-0.901,-0.878,-0.857,-0.478,-0.274,-1.346,-0.623,-0.45,-0.595,-0.1,-0.599,-0.694,-1.089,-0.258,-0.771,-1.488,-0.028,-1.441,-0.703,-0.048,-1.066,-0.633,0.151,-0.952,-0.018,-0.938,-0.389,-0.692,-0.164,-1.238,-0.317,-0.447,-0.753,-0.532,0.205,-0.747,0.449
10/31/04,0.049,-1.001,-0.368,-0.764,-0.953,0.134,-0.309,-0.794,-1.119,-0.083,-1.244,-0.76,-1.171,-1.185,-0.94,-0.442,-1.345,-1.083,-1.022,-1.756,0.16,-0.558,0.328,-1.062,-0.395,-0.923,0.568,-1.698,-1.741,0.11,-0.907,-0.937,-1.08,-1.046,-0.027,-1.545,-0.982,-0.575,-0.524,0.02,-0.585,-1.48,-1.43,0.037,-1.172,-0.517,0.494,-0.889,-0.36,0.202,-0.927,-0.858,-0.159,-0.82,-2.034,-1.416,-0.735,-0.141,-0.148,-0.212,-0.712,-0.099,-0.312,-0.822,-0.498,-1.307,-0.473,0.554,-1.282,-0.325,-1.017,-0.676,-0.423,-1.084,-0.081,-1.011,-0.394,-0.415,-1.167,-0.689,-0.504,-0.514,1.516,-1.066,-0.822,0.706,-1.332,0.289,-0.436,-0.679,0.651,-0.493,-1.544,-1.739,-0.562,-0.446,-0.77,-0.043,-0.406,0.526
11/7/04,0.828,-0.582,-1.175,-0.6,-0.086,0.715,-1.401,-0.87,-0.809,-0.652,-0.641,-0.417,-0.227,-0.264,-0.627,-0.454,-1.503,-1.005,-0.448,-1.756,-0.058,-0.71,2.145,-1.216,-0.072,-0.396,-0.176,-1.193,0.743,1.062,-0.476,0.068,0.061,-1.98,-0.097,-1.564,-1.092,1.014,0.292,-0.138,-0.083,-0.291,-1.334,2.095,-1.348,-0.454,-0.377,-0.467,-0.647,-0.477,0.226,-0.068,-0.829,-0.587,-0.222,-0.437,-0.611,-0.281,-2.056,-0.099,-0.92,-0.384,0.277,-0.669,-1.272,-0.962,-1.326,-0.61,-1.24,0.001,-0.371,-1.629,-0.491,-1.372,0.164,-0.701,-0.881,-0.169,-1.527,0.031,-1.992,1.122,2.52,-1.066,-0.686,0.215,-1.059,0.477,-0.23,-0.704,-2.138,0.245,-1.406,-0.061,-0.033,-0.315,-1.212,-0.516,0.176,0.952
11/14/04,-0.213,0.389,-1.162,-0.925,-0.88,1.485,-0.819,-0.977,-0.496,0.002,-1.064,1.089,-0.143,-0.604,-0.573,-0.479,-0.766,-0.923,-0.517,-1.756,-0.436,-0.539,0.26,0.114,-0.309,-0.316,0.293,-1.483,-0.927,0.236,-0.884,0.08,-0.757,-1.98,0.459,-0.608,-0.876,0.5,-1.105,0.421,-0.36,-0.173,-1.5,-0.548,-0.892,-0.191,-1.461,-0.039,-0.057,-0.135,-1.786,-1.055,-1.591,-1.66,-0.285,-1.662,-0.247,-0.62,-1.773,-0.222,-0.62,0.187,-0.525,-1.531,-1.021,-0.799,-0.841,-0.833,-1.123,-0.629,-1.317,-0.83,-0.539,-1.022,-0.464,-1.307,0.643,-0.782,-1.39,0.442,-1.667,-1.085,2.38,-1.066,-0.966,1.154,-0.927,0.166,-0.63,-0.235,-0.542,0.162,-1.453,-0.785,0.107,-0.311,-1.248,0.267,0.06,1.28
11/21/04,0.5,-0.497,-1.282,-1.854,-0.79,0.118,-1.045,-0.642,-1.188,-0.77,-1.194,1.039,-0.635,-0.747,-0.427,-0.489,-1.386,-0.954,-0.697,-1.756,-0.691,-0.675,0.575,-0.182,-1.149,-1.44,-0.012,-0.425,-0.6,0.187,-0.594,0.253,-0.297,-1.191,0.071,-1.922,-0.815,0.862,-0.862,-0.429,-1.154,-1.321,-1.741,-0.55,-0.798,-1.047,-0.473,-0.893,0.755,-1.003,-1.108,-0.371,0.945,-0.767,-0.329,0.65,-0.074,0.984,-1.534,-0.179,-0.841,-1.389,0.325,-0.139,-1.714,-0.927,-1.578,0.65,-1.238,-1.359,-0.953,-1.738,-1.107,-1.394,0.123,-1.444,-0.267,-1.367,-1.568,1.025,-1.91,-1.342,1.342,-1.066,-0.938,-0.403,-0.96,0.049,-0.688,-1.16,-0.902,-0.292,-1.447,-1.106,-0.144,-0.12,-1.173,-0.388,-0.476,0.159
11/28/04,-0.156,-1.064,-1.507,-0.583,-0.175,1.25,-0.417,-0.905,-0.617,-0.001,-0.794,0.831,-0.828,-0.905,-0.377,-0.949,-0.63,-1.142,-0.741,-1.756,-0.279,-0.593,0.934,-1.308,0.314,-1.715,-0.016,-1.662,-0.678,0.836,-0.834,0.071,-1.202,-1.349,-0.129,-1.601,-0.763,0.468,-0.779,-0.051,-0.532,-0.797,-1.161,-0.702,-0.871,-0.107,-1.044,-0.85,-1.06,-0.615,-1.187,-0.643,0.452,0.014,-0.243,0.148,-0.694,-0.46,-0.497,-0.315,-0.54,-1.357,-0.884,-1.126,-1.197,-0.966,-1.652,-1.154,-1.025,0.057,-1.22,-1.901,-0.802,-0.57,-0.242,-1.515,-0.807,-0.332,-1.416,0.223,-1.382,0.113,0.903,-1.066,-1.239,0.85,-0.94,0.152,-0.828,-0.822,-0.161,-0.574,-1.966,-1.03,-0.129,-0.071,-0.776,-0.04,-0.418,0.551
12/5/04,-0.429,-0.526,-0.628,-1.2,-1.077,0.714,-0.978,-0.896,-1.35,-0.97,-1.393,0.771,-0.832,-1.345,-0.493,-0.43,-1.477,-1.226,-1.117,-1.756,-0.349,-0.424,-0.063,-1.17,-1.07,-0.366,-0.166,-1.376,-0.909,0.927,-0.898,-0.374,0.116,-1.232,0.571,-1.605,-0.45,-0.544,-0.96,-0.032,-1.208,-0.495,-1.341,-0.148,-0.403,-0.187,-1.363,-0.496,-0.216,0.201,-1.087,-1.271,1.05,-1.498,-0.854,0.295,-0.38,-0.641,-1.692,-0.3,-0.503,-0.489,-0.018,-1.396,-1.065,-1.195,-1.549,-0.811,-1.437,-1.082,-0.969,-1.719,-1.063,-0.942,-0.186,-1.804,-0.364,-1.098,-1.493,0.839,-2.329,0.83,1.478,-1.066,-0.65,1.38,-1.243,-0.036,-0.624,-0.582,-0.997,-0.476,-2.112,-1.313,-0.509,0.133,-0.521,-0.006,-0.338,0.139
12/12/04,-1.821,-0.748,-1.332,-1.345,-0.876,-0.338,-1.017,-0.664,-1.393,-0.933,-0.639,0.2,-0.868,-0.907,-0.491,-1.252,-1.829,-1.25,-0.462,-0.407,-0.688,-0.177,-0.549,-1.243,-0.491,-0.944,0.21,-1.615,-0.784,-1.068,-0.272,-0.424,-0.79,-1.98,-0.179,-2.78,-0.35,-0.603,-0.191,-0.282,-1.683,-0.921,-1.501,-0.745,-0.52,-0.206,-1.133,0.177,-0.344,0.08,-0.889,-0.51,-1.058,-2.977,-0.951,-0.289,-0.683,-0.017,0.078,-0.164,-0.715,-0.872,-0.15,-1.049,-0.675,-1.249,-1.415,-2.092,-1.527,-0.866,-0.059,-1.516,-0.886,-1.029,0.815,-1.175,0.822,-1.14,-1.251,-1.01,-0.937,-1.335,0.073,-1.066,-1.843,0.281,-1.288,0.353,-0.446,-0.082,-0.07,-1.027,-2.097,-0.084,-0.189,0.189,-1.255,0.058,0.384,0.994
12/19/04,-0.467,-0.242,-0.875,-1.61,-0.485,-0.954,-0.392,-0.596,-0.635,0.076,-0.471,-0.207,-0.603,-0.65,0.159,-1.761,-0.966,-0.294,-0.32,-0.688,0.679,0.374,0.802,0.174,-0.031,-0.262,0.872,-1.129,-0.727,-0.342,0.131,-0.086,-0.116,-0.977,0.099,-2.014,-0.009,0.055,-0.565,0.107,-1.562,0.544,-1.326,-0.193,-0.604,0.323,-1.155,-1.103,0.121,0.167,-1.304,-0.342,-0.715,-1.356,0.008,0.13,0.476,1.838,-0.863,0.743,-0.812,-0.688,-0.331,-1.767,-1.18,-0.554,-1.118,-1.745,-1.383,-1.239,-0.522,-1.326,-0.915,-1.367,0.618,-1.008,0.881,-1.352,-1.285,0.39,-2.469,-0.576,0.97,-1.066,-0.404,-0.404,-0.63,0.228,0.337,-1.353,0.045,-0.675,-1.904,-1.957,0.105,-0.129,0.885,0.266,0.127,1.198
12/26/04,1.809,1.927,-0.603,-0.08,1.576,2.408,0.488,0.947,-0.024,1.881,1.423,0.943,0.424,1.691,1.384,0.222,0.871,0.639,1.505,0.28,1.118,1.106,3.065,-0.09,1.442,-0.303,0.321,0.319,0.282,1.995,1.25,2.202,3.25,1.208,0.359,0.336,2.421,3.554,1.411,2.527,0.845,2.469,-0.592,1.739,0.291,0.668,1.067,1.672,4.234,-0.607,-0.476,0.187,0.859,0.459,1.685,1.07,0.407,2.778,1.155,1.877,0.388,2.975,0.809,1.054,-0.377,0.621,-0.853,1.846,0.171,1.165,-0.044,-0.869,0.623,0.442,0.858,0.068,0.474,0.821,-0.417,2.312,1.154,0.985,2.697,-1.066,-0.487,0.101,0.521,0.8,6.957,1.571,0.638,-0.393,-0.172,0.878,0.723,0.252,1.25,1.499,0.977,2.613
1/2/05,2.169,0.913,1.883,2.194,2.234,3.71,1.375,1.153,0.803,1.802,1.711,2.082,1.451,3.039,1.191,0.406,1.016,1.32,2.358,0.46,1.908,1.949,2.274,0.953,2.869,1.105,1.196,0.57,1.308,3.876,0.884,1.937,3.055,1.984,2.502,0.43,1.82,1.756,0.679,3.231,2.06,1.116,0.631,1.397,0.971,1.576,1.62,0.903,1.624,0.712,1.482,1.08,0.533,3.565,3.709,1.169,2.41,2.326,2.626,2.283,1.371,1.258,1.547,2.667,1.977,2.683,1.077,0.76,1.74,2.576,0.718,0.825,0.902,2.443,3.022,1.231,1.377,2.224,-0.1,2.85,0.724,0.059,3.918,0.768,0.29,1.402,2.514,1.306,3.306,0.726,0.289,1.84,0.538,0.938,1.89,1.646,0.88,2.498,1.958,3.613
1/9/05,1.494,2.631,0.913,0.79,2.085,3.378,1.177,1.386,0.317,1.677,1.928,1.943,1.989,2.579,1.548,0.874,0.994,1.285,2.165,0.403,1.807,2.005,2.287,1.157,2.988,1.137,1.904,0.458,1.394,2.228,1.21,1.805,2.459,1.159,2.146,0.685,1.161,2.386,0.447,3.265,0.92,1.113,0.417,0.293,0.712,1.524,1.805,0.815,0.445,0.236,0.998,2.346,2.3,-0.245,1.631,0.023,2.661,1.894,0.962,2.455,1.781,2.682,1.185,1.924,1.439,2.31,1.536,1.13,0.878,1.115,1.15,1.165,0.941,3.458,1.856,0.462,0.335,0.745,0.09,1.98,2.167,1.194,3.266,3.178,1.621,1.672,2.139,0.716,1.153,0.513,2.119,0.945,1.427,1.804,1.215,1.422,1.461,2.267,2.168,3.046
1/16/05,1.207,1.104,1.551,-0.606,2.661,2.83,1.618,1.222,1.173,2.812,0.802,1.644,1.381,2.007,1.492,0.908,1.314,1.208,1.289,1.191,2.277,2.065,1.24,-0.165,1.544,1.822,1.424,0.911,1.42,4.35,1.173,2.727,2.202,1.541,1.354,0.257,1.873,0.903,2.883,2.637,0.146,1.031,0.833,1.958,1.335,1.65,2.123,0.421,1.217,0.856,1.687,0.292,2.178,0.294,2.109,2.843,1.894,3.678,1.491,2.953,2.041,2.221,1.637,1.803,1.39,2.313,2.627,1.515,0.591,1.006,2.192,2.626,0.618,2.606,2.087,2.24,0.703,0.612,0.371,2.553,1.853,0.243,1.419,1.18,1.409,1.211,2.239,0.906,1.058,0.134,1.668,1.185,1.554,1.55,1.29,1.332,1.977,2.268,1.492,2.829
1/23/05,2.464,1.165,1.642,0.623,1.429,2.654,3.297,1.036,-0.021,2.518,1.105,2.247,1.734,1.886,1.381,0.988,1.41,1,1.499,1.231,2.686,2.049,1.371,2.33,2.484,1.012,1.987,0.415,0.967,3.311,0.971,1.981,2.976,0.943,1.881,0.706,1.324,2.214,0.211,2.379,-0.055,2.721,0.477,1.262,1.485,2.201,3.36,0.983,1.448,1.133,2.138,1.603,1.799,0.677,2.229,1.623,2.277,1.311,1.644,2.217,1.976,2.736,1.564,1.747,1.042,1.808,1.993,0.527,0.318,1.047,1.042,1.399,0.424,1.663,2.892,1.282,2.208,0.679,0.164,3.833,1.778,2.237,0.921,2.395,0.617,1.915,1.729,0.671,1.081,0.973,1.222,1.262,1.238,1.997,1.41,1.633,1.236,2.466,1.97,3.686
1/30/05,1.564,1.288,1.163,0.678,1.377,2.376,2.584,1.215,0.414,2.97,1.31,1.409,1.164,1.13,2.02,0.781,1.167,1.051,1.561,0.333,2.323,1.881,2.257,2.038,1.993,0.371,1.899,0.44,0.103,2.167,1.22,2.215,1.016,1.875,2.509,0.856,1.548,1.663,3.781,3.054,-0.279,0.158,0.577,-0.319,1.257,1.812,1.381,0.979,1.828,1.201,1.495,1.71,2.401,0.296,1.252,2.631,2.552,1.026,2.36,1.988,1.595,1.482,1.892,-0.031,1.039,1.711,1.611,0.062,0.558,0.086,1.408,1.456,0.746,1.29,2.348,1.539,0.763,-0.2,-0.092,2.43,0.835,-0.346,1.5,1.744,0.615,2.577,1.661,0.981,1.201,0.838,1.524,1.616,1.675,1.345,1.521,1.787,2.573,2.405,2.556,2.639
2/6/05,1.774,1.719,1.702,0.373,1.076,1.956,1.22,0.922,1.586,2.175,1.886,0.884,1.815,1.059,1.41,0.354,0.895,1.257,2.049,1.189,2.022,1.858,1.452,1.124,2.396,1.21,1.955,1.225,2.042,1.625,1.26,2.048,2.06,0.901,1.086,-0.227,0.438,1.779,1.25,1.94,-0.128,0.417,0.307,1.457,1.881,1.815,2.024,1.191,0.441,1.141,0.513,1.75,2.315,-0.617,0.551,1.893,2.97,3.329,2.036,1.971,1.481,1.01,1.995,0.464,1.938,1.484,1.658,0.584,0.288,0.259,1.48,1.042,0.954,0.765,2.361,0.585,0.924,0.057,-0.047,2.272,1.936,3.551,0.797,0.213,0.031,2.188,1.322,1.339,0.331,0.857,2.378,1.082,1.318,0.26,0.976,2.436,1.83,2.097,2.365,1.946
2/13/05,0.53,2.008,2.063,1.621,0.85,2.087,-0.073,1.324,0.73,2.637,1.677,0.976,1.692,1.691,1.728,0.716,0.867,1.198,2.095,1.342,1.872,1.949,2.194,0.847,1.913,1.974,2.075,1.067,0.729,1.504,1.754,3.144,2.071,1.022,0.417,-0.029,2.294,2.509,0.489,2.882,-0.272,1.739,-0.37,-0.181,1.577,1.507,3.288,0.799,2.9,1.933,0.808,1.429,0.528,-1.11,2.054,1.236,1.221,0.978,1.811,1.93,1.221,0.783,2.496,2.433,0.728,0.781,2.094,2.869,0.218,0.388,2.217,1.941,0.889,0.618,1.169,1.751,2.357,0.098,1.044,1.937,0.519,1.942,1.445,0.857,1.36,2.637,0.801,1.465,0.259,0.61,0.879,1.591,1.375,1.122,1.766,1.823,1.31,2.523,2.275,2.436
